BookingID,hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_day,no_of_weekend_nights,no_of_week_nights,no_of_adults,no_of_children,babies,type_of_meal_plan,country,market_segment_type,distribution_channel,room_type_reserved,assigned_room_type,booking_changes,deposit_type,agent,customer_type,avg_price_per_room,required_car_parking_space,no_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,arrival_date,"Total Guests",empID
95,"Resort Hotel",1,109,2015,7,27,3,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,123,0,1,Canceled,2015-05-26,"Jill Key",JillKey89@att.com,660-175-9098,************5468,2015-07-03,2,95
96,"Resort Hotel",1,72,2015,7,27,3,0,2,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,73.8,0,1,Canceled,2015-06-29,"Nicole Campbell",NicoleCampbell26@zoho.com,438-796-8267,************2551,2015-07-03,2,96
97,"Resort Hotel",1,63,2015,7,27,3,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,F,F,0,"No Deposit",242,Transient,117,0,1,Canceled,2015-05-13,"James Hill",Hill.James@mail.com,448-162-3076,************1311,2015-07-03,2,97
98,"Resort Hotel",0,63,2015,7,27,3,2,5,3,0,0,"Half Board",ESP,"Offline TA/TO",TA/TO,E,E,0,"No Deposit",105,Transient,196.54,0,1,Check-Out,2015-10-07,"Daniel Richard",Daniel_R@xfinity.com,540-499-1735,************9315,2015-07-03,3,98
99,"Resort Hotel",0,101,2015,7,27,3,2,5,2,1,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,99.3,1,2,Check-Out,2015-10-07,"Jacob Porter",Porter_Jacob@verizon.com,432-456-4500,************4203,2015-07-03,3,99
100,"Resort Hotel",0,102,2015,7,27,3,2,5,2,0,0,"Bed and Breakfass",DEU,Direct,Direct,E,E,0,"No Deposit",250,Transient,90.95,0,0,Check-Out,2015-10-07,"Susan Wilson",Wilson_Susan@comcast.net,253-535-6431,************9666,2015-07-03,2,100
101,"Resort Hotel",0,4,2015,7,27,4,2,1,2,0,0,"Bed and Breakfass",ESP,Direct,Direct,A,C,0,"No Deposit",250,Transient,92.67,0,1,Check-Out,2015-07-07,"Barbara Alvarez",Barbara.A87@outlook.com,358-294-6282,************1072,2015-07-04,2,101
102,"Resort Hotel",0,98,2015,7,27,4,2,1,2,0,0,"Bed and Breakfass",FRA,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",8,Transient,71.55,1,0,Check-Out,2015-07-07,"Noah Bowers",NoahBowers@protonmail.com,773-380-8502,************7381,2015-07-04,2,102
103,"Resort Hotel",0,92,2015,7,27,4,2,4,1,2,0,"Bed and Breakfass",FRA,"Offline TA/TO",TA/TO,F,F,0,"No Deposit",241,Transient,96.49,0,2,Check-Out,2015-10-07,"Thomas Morales",Morales.Thomas@att.com,952-506-4281,************6048,2015-07-04,3,103
104,"Resort Hotel",0,95,2015,7,27,4,2,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient,85.8,1,2,Check-Out,2015-10-07,"Christopher Wilson",Christopher.Wilson@mail.com,189-137-7120,************7117,2015-07-04,2,104
105,"Resort Hotel",0,102,2015,7,27,4,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,96.3,0,1,Check-Out,2015-11-07,"Marcus Mitchell",Marcus.Mitchell40@hotmail.com,496-320-0970,************5645,2015-07-04,2,105
106,"Resort Hotel",1,26,2015,7,27,4,2,5,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,H,H,0,"No Deposit",240,Transient,163,0,0,Canceled,2015-09-06,"Joshua Bailey",JBailey29@aol.com,995-641-6241,************8273,2015-07-04,4,106
107,"Resort Hotel",1,73,2015,7,27,4,2,5,3,0,0,"Half Board",PRT,Direct,Direct,D,D,0,"No Deposit",250,Transient,172,0,1,Canceled,2015-05-20,"Dennis Weaver",DWeaver@yandex.com,247-140-1235,************5292,2015-07-04,3,107
108,"Resort Hotel",1,102,2015,7,27,4,2,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,110.7,0,1,Canceled,2015-04-22,"William Gordon",WilliamGordon@xfinity.com,244-158-4067,************9110,2015-07-04,2,108
109,"Resort Hotel",0,115,2015,7,27,4,2,5,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",134,Transient,58.95,0,1,Check-Out,2015-11-07,"Nicholas Acosta",NAcosta52@gmail.com,879-786-1294,************4489,2015-07-04,2,109
110,"Resort Hotel",0,102,2015,7,27,4,2,5,2,0,1,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,73.8,0,2,Check-Out,2015-11-07,"Angel Smith",Angel_S@zoho.com,777-065-6700,************8689,2015-07-04,2,110
111,"Resort Hotel",0,86,2015,7,27,4,2,5,2,0,0,"Bed and Breakfass",CHE,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,97,0,2,Check-Out,2015-11-07,"Rebecca Brooks",Rebecca.Brooks84@yahoo.com,851-509-5189,************7896,2015-07-04,2,111
112,"Resort Hotel",0,78,2015,7,27,4,2,5,2,0,1,"Half Board",PRT,"Online TA",TA/TO,E,F,0,"No Deposit",240,Transient,139,0,2,Check-Out,2015-11-07,"John Rojas",John_R@gmail.com,817-841-9453,************9251,2015-07-04,2,112
113,"Resort Hotel",0,52,2015,7,27,4,2,5,2,0,0,"Bed and Breakfass",GBR,"Online TA",TA/TO,A,A,0,"No Deposit",147,Transient,67.24,0,0,Check-Out,2015-11-07,"Julie Rivera",JulieRivera@verizon.com,375-746-1425,************5004,2015-07-04,2,113
114,"Resort Hotel",0,29,2015,7,27,4,2,6,3,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",241,Transient,116.5,0,1,Check-Out,2015-12-07,"Roberto Watson",Watson.Roberto@xfinity.com,219-113-9337,************6650,2015-07-04,3,114
115,"Resort Hotel",1,101,2015,7,27,4,2,6,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,96.3,0,1,Canceled,2015-12-05,"Joseph Yu",Joseph_Yu48@aol.com,169-899-0305,************1296,2015-07-04,2,115
116,"Resort Hotel",0,109,2015,7,27,4,2,6,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,123,0,1,Check-Out,2015-12-07,"George Campbell",Campbell_George@zoho.com,341-285-3564,************8700,2015-07-04,2,116
117,"Resort Hotel",0,92,2015,7,27,4,4,6,2,0,0,"Bed and Breakfass",GBR,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",40,Contract,71.55,0,1,Check-Out,2015-07-14,"Edwin Norton",Edwin_Norton@aol.com,203-192-1183,************7834,2015-07-04,2,117
118,"Resort Hotel",0,92,2015,7,27,4,4,6,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",40,Contract,71.55,0,1,Check-Out,2015-07-14,"Leslie Lewis",LeslieLewis@xfinity.com,579-451-3893,************7290,2015-07-04,2,118
119,"Resort Hotel",0,79,2015,7,27,4,4,6,2,1,0,"Half Board",PRT,Direct,Direct,D,D,1,"No Deposit",250,Transient,149,0,1,Check-Out,2015-07-14,"Wendy Adkins",Adkins_Wendy86@gmail.com,855-406-2365,************2163,2015-07-04,3,119
120,"Resort Hotel",0,2,2015,7,27,4,0,1,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,H,G,1,"No Deposit",240,Transient,163,1,0,Check-Out,2015-05-07,"Brenda Rodgers",Brenda.Rodgers@xfinity.com,947-400-1398,************4454,2015-07-04,4,120
121,"Resort Hotel",0,30,2015,7,27,4,0,1,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,D,C,0,"No Deposit",8,Contract,79.5,0,0,Check-Out,2015-05-07,"Michael Griffin MD",MMD@hotmail.com,321-266-0289,************1445,2015-07-04,2,121
122,"Resort Hotel",1,51,2015,7,27,4,0,1,1,0,0,"Half Board",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,105,0,0,Canceled,2015-05-29,"Todd Cox",Todd.Cox97@verizon.com,980-217-8754,************4279,2015-07-04,1,122
123,"Resort Hotel",1,36,2015,7,27,4,0,1,1,0,0,"Bed and Breakfass",PRT,Direct,Direct,E,G,1,"No Deposit",250,Transient,123,0,0,No-Show,2015-04-07,"Linda Anderson",LindaAnderson@att.com,161-412-7478,************7036,2015-07-04,1,123
124,"Resort Hotel",1,73,2015,7,27,4,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,73.8,0,2,Canceled,2015-05-13,"Sharon Nelson",Nelson_Sharon70@xfinity.com,862-437-9998,************1883,2015-07-04,2,124
125,"Resort Hotel",1,33,2015,7,27,4,0,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,113,0,0,Canceled,2015-06-16,"Mario Bennett",Mario_Bennett@hotmail.com,584-994-9131,************5128,2015-07-04,2,125
126,"Resort Hotel",0,32,2015,7,27,4,0,1,4,0,0,"Full Board",PRT,Complementary,Direct,H,H,2,"No Deposit",0,Transient,0,0,1,Check-Out,2015-05-07,"Kristin Campos",Kristin.Campos48@att.com,574-702-2890,************4400,2015-07-04,4,126
127,"Resort Hotel",0,8,2015,7,27,4,0,1,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,123,0,0,Check-Out,2015-05-07,"Tamara Kennedy",Kennedy.Tamara@comcast.net,770-218-7968,************3323,2015-07-04,2,127
128,"Resort Hotel",0,100,2015,7,27,4,1,1,2,0,0,"Bed and Breakfass",FRA,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient-Party,73.8,1,1,Check-Out,2015-06-07,"Tiffany Phillips",Tiffany.Phillips@outlook.com,780-067-0965,************5509,2015-07-04,2,128
129,"Resort Hotel",0,1,2015,7,27,4,1,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,114.5,0,0,Check-Out,2015-06-07,"Larry Velasquez",LarryVelasquez83@yahoo.com,939-592-8567,************8815,2015-07-04,2,129
130,"Resort Hotel",0,100,2015,7,27,4,1,1,2,0,0,"Bed and Breakfass",FRA,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient-Party,73.8,0,2,Check-Out,2015-06-07,"Troy Wolf",Wolf.Troy22@gmail.com,951-206-5844,************7576,2015-07-04,2,130
131,"Resort Hotel",0,100,2015,7,27,4,1,1,2,0,0,"Bed and Breakfass",FRA,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient-Party,73.8,0,1,Check-Out,2015-06-07,"Richard Jones",Richard.J@att.com,998-911-5071,************2699,2015-07-04,2,131
132,"Resort Hotel",0,9,2015,7,28,5,1,0,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient,88.2,0,1,Check-Out,2015-06-07,"Samantha Porter",Porter.Samantha@protonmail.com,355-960-5246,************1776,2015-07-05,2,132
133,"Resort Hotel",1,5,2015,7,28,5,1,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,97,0,0,Canceled,2015-01-07,"Michael Bass",Bass_Michael@att.com,994-189-2675,************8906,2015-07-05,2,133
134,"Resort Hotel",0,0,2015,7,28,5,1,0,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,A,C,1,"No Deposit",306,Transient,85.1,0,0,Check-Out,2015-06-07,"Glen Chavez",Chavez_Glen@xfinity.com,702-737-4764,************6113,2015-07-05,2,134
135,"Resort Hotel",0,9,2015,7,28,5,1,0,1,0,0,"Bed and Breakfass",DEU,"Online TA",TA/TO,A,A,0,"No Deposit",184,Transient,89,0,0,Check-Out,2015-06-07,"Rebecca Jones",Jones_Rebecca@comcast.net,140-142-8767,************5663,2015-07-05,1,135
136,"Resort Hotel",0,2,2015,7,28,5,1,0,1,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,D,0,"No Deposit",240,Transient,80.1,0,0,Check-Out,2015-06-07,"Dr. Michael Gallegos",Gallegos_Dr.61@xfinity.com,864-609-4982,************2512,2015-07-05,1,136
137,"Resort Hotel",0,2,2015,7,28,5,1,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,E,0,"No Deposit",240,Transient,98,0,0,Check-Out,2015-06-07,"Veronica Allen",Veronica.A@comcast.net,171-794-8523,************3231,2015-07-05,2,137
138,"Resort Hotel",0,9,2015,7,28,5,1,0,1,0,0,"Bed and Breakfass",DEU,"Online TA",TA/TO,A,A,0,"No Deposit",184,Transient,101,1,0,Check-Out,2015-06-07,"Mike Anderson",Anderson_Mike50@mail.com,582-743-3948,************1286,2015-07-05,1,138
139,"Resort Hotel",1,5,2015,7,28,5,1,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,97,0,0,Canceled,2015-01-07,"James Foster",Foster.James@att.com,941-412-0617,************9670,2015-07-05,2,139
140,"Resort Hotel",0,2,2015,7,28,5,1,0,2,0,0,"Bed and Breakfass",PRT,Direct,Direct,G,G,0,"No Deposit",0,Transient,167,0,1,Check-Out,2015-06-07,"Brian Fisher",Brian_Fisher86@comcast.net,460-149-7682,************6637,2015-07-05,2,140
141,"Resort Hotel",0,44,2015,7,28,5,2,0,3,0,0,"Half Board",PRT,"Online TA",TA/TO,G,G,3,"No Deposit",240,Transient,225,2,0,Check-Out,2015-07-07,"Elizabeth Wilson",Elizabeth.W17@zoho.com,957-432-0410,************7590,2015-07-05,3,141
142,"Resort Hotel",0,80,2015,7,28,5,2,0,2,0,0,"Bed and Breakfass",FRA,"Online TA",TA/TO,D,E,0,"No Deposit",240,Transient,97,1,0,Check-Out,2015-07-07,"Joshua Graham",Joshua.G42@gmail.com,836-923-6657,************9251,2015-07-05,2,142
143,"Resort Hotel",0,97,2015,7,28,5,2,2,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,87.3,0,2,Check-Out,2015-09-07,"Kevin Lee",Kevin.Lee17@verizon.com,606-443-7740,************9268,2015-07-05,2,143
144,"Resort Hotel",0,109,2015,7,28,5,2,3,2,1,0,"Bed and Breakfass",CN,"Offline TA/TO",TA/TO,A,D,0,"No Deposit",241,Transient,85.59,1,2,Check-Out,2015-10-07,"Eric Pugh",EricPugh@mail.com,908-309-5196,************8507,2015-07-05,3,144
145,"Resort Hotel",0,30,2015,7,28,5,2,3,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,123,0,0,Check-Out,2015-10-07,"Kendra Kent",KKent@comcast.net,772-663-8044,************3052,2015-07-05,2,145
146,"Resort Hotel",0,64,2015,7,28,5,2,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,107,0,0,Check-Out,2015-10-07,"Ashley Hall",Hall_Ashley@zoho.com,544-294-5585,************4915,2015-07-05,2,146
147,"Resort Hotel",0,39,2015,7,28,5,2,4,2,0,0,"Bed and Breakfass",ESP,"Online TA",TA/TO,H,H,0,"No Deposit",240,Transient,163,0,0,Check-Out,2015-11-07,"Rodney Bailey",RBailey@comcast.net,166-043-5989,************6074,2015-07-05,2,147
148,"Resort Hotel",0,90,2015,7,28,5,2,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,82,0,0,Check-Out,2015-11-07,"Pamela West",West_Pamela@zoho.com,253-544-6073,************1168,2015-07-05,2,148
149,"Resort Hotel",1,34,2015,7,28,5,2,4,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,H,H,0,"No Deposit",240,Transient,163,0,0,Canceled,2015-06-17,"Patrick Curry",PatrickCurry89@att.com,902-943-2896,************3200,2015-07-05,4,149
150,"Resort Hotel",1,93,2015,7,28,5,2,5,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",15,Transient,105.5,0,0,Canceled,2015-01-05,"Stacey Chan",Stacey.C@yandex.com,740-725-8190,************8559,2015-07-05,2,150
151,"Resort Hotel",0,97,2015,7,28,5,2,5,2,2,0,"Half Board",PRT,Direct,Direct,C,C,1,"No Deposit",250,Transient,164.2,1,1,Check-Out,2015-12-07,"Patricia Serrano",Patricia_S@xfinity.com,137-762-7073,************9521,2015-07-05,4,151
152,"Resort Hotel",0,29,2015,7,28,5,2,5,2,0,0,"Bed and Breakfass",IRL,"Online TA",TA/TO,F,F,0,"No Deposit",241,Transient,97.29,0,1,Check-Out,2015-12-07,"John Anderson",Anderson_John67@yandex.com,543-200-9275,************5931,2015-07-05,2,152
153,"Resort Hotel",1,101,2015,7,28,5,2,5,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,A,0,"No Deposit",240,Transient,114,0,1,Canceled,2015-03-30,"Dawn Adams",Dawn.A68@protonmail.com,996-913-7836,************1672,2015-07-05,2,153
154,"Resort Hotel",0,27,2015,7,28,5,2,5,2,0,0,"Bed and Breakfass",ESP,"Offline TA/TO",TA/TO,E,E,0,"No Deposit",175,Transient,98.4,0,0,Check-Out,2015-12-07,"Molly Mclaughlin",Molly.Mclaughlin23@xfinity.com,884-859-4497,************8498,2015-07-05,2,154
155,"Resort Hotel",0,8,2015,7,28,5,4,5,2,2,0,"Bed and Breakfass",CHE,"Online TA",TA/TO,H,H,1,"No Deposit",240,Transient,175,1,1,Check-Out,2015-07-14,"Amanda Fox",Amanda_Fox@verizon.com,905-024-0862,************8413,2015-07-05,4,155
156,"Resort Hotel",0,82,2015,7,28,5,4,6,2,0,0,"Bed and Breakfass",PRT,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",5,Transient,63.6,1,2,Check-Out,2015-07-15,"Rose Gutierrez",Rose_G65@outlook.com,549-437-1292,************8779,2015-07-05,2,156
157,"Resort Hotel",0,94,2015,7,28,5,4,6,3,0,0,"Bed and Breakfass",PRT,Direct,Direct,D,C,3,"No Deposit",0,Transient,124.45,1,1,Check-Out,2015-07-15,"Alexander Bass",Bass_Alexander65@zoho.com,378-238-0167,************1957,2015-07-05,3,157
158,"Resort Hotel",0,110,2015,7,28,5,4,7,2,0,0,"Bed and Breakfass",GBR,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",40,Contract,110.7,0,0,Check-Out,2015-07-16,"Leslie Wilson",LeslieWilson@comcast.net,954-271-5882,************6368,2015-07-05,2,158
159,"Resort Hotel",0,96,2015,7,28,5,4,10,1,0,0,"Half Board",GBR,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",40,Contract,74.07,0,0,Check-Out,2015-07-19,"Emily Pennington",EPennington@protonmail.com,468-989-6508,************7209,2015-07-05,1,159
160,"Resort Hotel",0,79,2015,7,28,5,4,10,2,0,0,"Half Board",GBR,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",243,Contract,134.1,0,0,Check-Out,2015-07-19,"Mary Mendez",MaryMendez@protonmail.com,939-016-1514,************1356,2015-07-05,2,160
161,"Resort Hotel",0,115,2015,7,28,6,1,4,2,2,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,G,G,1,"No Deposit",240,Transient,167,0,0,Check-Out,2015-11-07,"Rebecca Price",Rebecca.Price@zoho.com,805-825-8710,************9954,2015-07-06,4,161
162,"Resort Hotel",0,111,2015,7,28,6,1,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient,123,0,2,Check-Out,2015-10-07,"Diana Mcdowell DDS",DDDS@comcast.net,552-624-5025,************1152,2015-07-06,2,162
163,"Resort Hotel",0,51,2015,7,28,6,1,3,2,0,0,"Bed and Breakfass",USA,"Online TA",TA/TO,G,G,0,"No Deposit",241,Transient,117.81,1,2,Check-Out,2015-10-07,"Jennifer Terry",Jennifer_Terry58@outlook.com,831-324-4638,************3696,2015-07-06,2,163
164,"Resort Hotel",0,94,2015,7,28,6,1,3,3,0,0,"Bed and Breakfass",CN,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",96,Transient,171.32,0,1,Check-Out,2015-10-07,"Andrew Barnett",Andrew.B@yahoo.com,387-017-4651,************2336,2015-07-06,3,164
165,"Resort Hotel",0,81,2015,7,28,6,1,3,2,2,0,"Half Board",CHE,Direct,Direct,G,G,0,"No Deposit",250,Transient,210,1,0,Check-Out,2015-10-07,"Evelyn Day",Day.Evelyn@outlook.com,909-666-8383,************1007,2015-07-06,4,165
166,"Resort Hotel",0,84,2015,7,28,6,1,3,2,0,1,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,E,1,"No Deposit",240,Transient,97,0,2,Check-Out,2015-10-07,"Natalie Anderson",Anderson_Natalie@gmail.com,109-008-2223,************3320,2015-07-06,2,166
167,"Resort Hotel",0,51,2015,7,28,6,1,3,3,0,0,"Bed and Breakfass",USA,"Online TA",TA/TO,G,G,0,"No Deposit",241,Transient,117.81,0,2,Check-Out,2015-10-07,"Kathryn Morgan",Morgan_Kathryn@mail.com,257-130-2832,************7653,2015-07-06,3,167
168,"Resort Hotel",0,111,2015,7,28,6,0,0,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,H,0,"No Deposit",240,Transient,0,0,2,Check-Out,2015-06-07,"Stacy Simmons",Stacy.Simmons@comcast.net,221-859-1786,************8761,2015-07-06,2,168
169,"Resort Hotel",0,0,2015,7,28,6,0,0,1,0,0,"Bed and Breakfass",PRT,Direct,Direct,E,H,0,"No Deposit",250,Transient,0,0,0,Check-Out,2015-06-07,"Rebecca Reyes",Reyes.Rebecca@xfinity.com,864-063-3615,************9535,2015-07-06,1,169
170,"Resort Hotel",0,2,2015,7,28,6,1,0,2,1,0,"Bed and Breakfass",PRT,Direct,Direct,A,E,0,"No Deposit",0,Transient,131,0,0,Check-Out,2015-07-07,"Tracey Hebert",Tracey.Hebert39@xfinity.com,111-308-0722,************5219,2015-07-06,3,170
171,"Resort Hotel",0,7,2015,7,28,6,1,1,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,E,0,"No Deposit",240,Transient,98,0,2,Check-Out,2015-08-07,"Jessica Cunningham",Jessica_C20@aol.com,151-653-3240,************2684,2015-07-06,2,171
172,"Resort Hotel",0,98,2015,7,28,6,1,1,2,0,0,"Bed and Breakfass",USA,"Online TA",TA/TO,D,F,0,"No Deposit",240,Transient,87.3,1,1,Check-Out,2015-08-07,"Stephanie Rodriguez",Stephanie.R@mail.com,492-513-1267,************8024,2015-07-06,2,172
173,"Resort Hotel",0,95,2015,7,28,6,1,2,2,0,0,"Bed and Breakfass",GRC,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,97,0,1,Check-Out,2015-09-07,"Richard Arias",Richard.Arias28@att.com,121-706-9987,************8099,2015-07-06,2,173
174,"Resort Hotel",1,48,2015,7,28,6,1,3,2,0,0,"Half Board",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,167,0,0,Canceled,2015-03-06,"Courtney Barr",Barr.Courtney@mail.com,565-728-6878,************8887,2015-07-06,2,174
175,"Resort Hotel",0,66,2015,7,28,6,1,3,2,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,E,0,"No Deposit",175,Transient,91.5,0,0,Check-Out,2015-10-07,"Justin Webb",Justin.W@protonmail.com,438-241-1182,************5014,2015-07-06,2,175
176,"Resort Hotel",0,104,2015,7,28,6,1,3,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,A,C,1,"No Deposit",240,Transient,73.8,0,1,Check-Out,2015-10-07,"Audrey Garcia",Audrey.Garcia66@verizon.com,417-006-5431,************4291,2015-07-06,2,176
177,"Resort Hotel",0,28,2015,7,28,6,1,4,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,0,"No Deposit",240,Transient,123,0,0,Check-Out,2015-11-07,"George Mcgee",GeorgeMcgee@comcast.net,593-095-2633,************7953,2015-07-06,2,177
178,"Resort Hotel",0,34,2015,7,28,6,1,4,2,0,0,"Half Board",PRT,Direct,Direct,F,F,0,"No Deposit",250,Transient,175,1,0,Check-Out,2015-11-07,"Michelle Perez",Michelle.P@xfinity.com,250-829-1432,************8665,2015-07-06,2,178
179,"Resort Hotel",0,98,2015,7,28,6,1,5,2,0,0,"Half Board",ESP,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient,117.8,1,1,Check-Out,2015-12-07,"Kelly Rogers",Rogers.Kelly@gmail.com,115-960-2405,************8379,2015-07-06,2,179
180,"Resort Hotel",0,104,2015,7,28,6,1,5,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,E,E,1,"No Deposit",240,Transient,117.63,0,0,Check-Out,2015-12-07,"Kelly Daniels",Kelly_D@aol.com,411-117-7672,************3541,2015-07-06,2,180
181,"Resort Hotel",0,68,2015,7,28,6,2,5,2,2,0,"Half Board",PRT,"Online TA",TA/TO,G,G,0,"No Deposit",240,Transient,185,0,0,Check-Out,2015-07-13,"Chelsea Wilson",CWilson@yandex.com,668-922-1704,************6386,2015-07-06,4,181
182,"Resort Hotel",1,86,2015,7,28,6,2,5,1,0,0,"Half Board",PRT,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",175,Transient,71,0,1,Canceled,2015-06-26,"Nicolas Adams",Nicolas_A@outlook.com,782-435-5260,************5434,2015-07-06,1,182
183,"Resort Hotel",0,258,2015,7,28,6,2,5,2,0,0,"Bed and Breakfass",GBR,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",2,Contract,47.25,0,0,Check-Out,2015-07-13,"Jane Mckinney",Mckinney.Jane@comcast.net,456-520-4308,************6697,2015-07-06,2,183
184,"Resort Hotel",0,111,2015,7,28,6,3,5,2,0,0,"Half Board",PRT,"Online TA",TA/TO,A,C,0,"No Deposit",240,Transient,151,0,1,Check-Out,2015-07-14,"Derrick Washington",Derrick_W94@outlook.com,847-382-3634,************8908,2015-07-06,2,184
185,"Resort Hotel",1,94,2015,7,28,6,3,7,2,0,0,"Bed and Breakfass",PRT,"Online TA",TA/TO,D,D,0,"No Deposit",240,Transient,87.3,0,0,Canceled,2015-05-14,"Molly Schultz",MSchultz71@hotmail.com,974-292-3185,************9039,2015-07-06,2,185
186,"Resort Hotel",0,112,2015,7,28,6,3,7,2,0,0,"Bed and Breakfass",GBR,"Offline TA/TO",TA/TO,A,A,0,"No Deposit",242,Transient,120.6,0,1,Check-Out,2015-07-16,"Jesse Wright",Jesse.Wright@comcast.net,508-856-4146,************9813,2015-07-06,2,186
187,"Resort Hotel",0,100,2015,7,28,6,3,7,2,0,0,"Bed and Breakfass",GBR,"Offline TA/TO",TA/TO,D,D,1,"No Deposit",241,Transient,63.86,0,1,Check-Out,2015-07-16,"Paula Howard",Paula_Howard@xfinity.com,695-262-6342,************7774,2015-07-06,2,187
188,"Resort Hotel",0,33,2015,7,28,6,3,7,2,0,0,"Half Board",PRT,Direct,Direct,F,F,5,"No Deposit",250,Transient,157.1,0,1,Check-Out,2015-07-16,"Norman Clark",Norman.C23@hotmail.com,440-687-4171,************2605,2015-07-06,2,188
189,"Resort Hotel",0,97,2015,7,28,6,3,7,2,0,0,"Half Board",GBR,"Offline TA/TO",TA/TO,D,D,0,"No Deposit",156,Contract,91.37,0,2,Check-Out,2015-07-16,"Sarah Carter",Sarah.C@comcast.net,804-211-4572,************9997,2015-07-06,2,189
